winter_1,winter_2,winter_3,winter_4,winter_5,winter_6,winter_min,winter_max,mid-cold_1,mid-cold_2,mid-cold_3,mid-cold_4,mid-cold_5,mid-cold_6,mid-cold_min,mid-cold_max,mid-warm_1,mid-warm_2,mid-warm_3,mid-warm_4,mid-warm_5,mid-warm_6,mid-warm_min,mid-warm_max,summer_1,summer_2,summer_3,summer_4,summer_5,summer_6,summer_min,summer_max
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,8.99,0.0,6.535,0.0,0.0,0.0,3.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,17.12,37.09,31.96,0.0,0.0,31.09,37.115,47.96,20.87,54.695,11.37,19.815,65.66,60.37
2.6449999999999996,0.0,0.0,0.0,0.0,0.0,0.0,15.66,170.925,0.0,61.525,124.70500000000001,0.0,11.085,12.21,171.21,32.21,137.63,83.51,205.82,163.04,65.97999999999999,3.7,215.62,177.04,200.23,167.41,191.98,53.29,163.73,225.03,231.23
268.825,28.83,50.85,161.0,127.81,57.879999999999995,0.028000000000000004,318.5,387.185,253.985,277.925,357.385,57.85,93.86,75.41,411.86,95.64,361.99,162.12,408.38,337.62,228.715,47.24,437.31,359.29499999999996,379.83,360.1,354.44,92.52,346.81,46.55,434.17
496.855,75.475,111.23,433.5,369.12,200.79500000000002,2.1420000000000003,551.99,565.5999999999999,468.605,458.985,549.0799999999999,102.77,148.045,24.56,603.83,132.67000000000002,535.36,220.56,571.44,479.36,433.695,345.52,614.54,512.46,530.11,518.42,483.7,182.63,502.91999999999996,105.12,593.37
654.29,101.175,149.33,588.68,488.46,371.72,1.595,719.77,690.555,604.54,540.81,682.14,120.07,239.85500000000002,176.87,749.01,149.60500000000002,647.27,274.07,687.41,490.59,516.5,43.75,748.15,623.71,637.93,632.75,554.435,222.65,616.495,64.72,700.36
747.395,101.9,191.17,678.33,475.64,545.815,22.576,815.45,767.0799999999999,673.325,543.41,761.7,131.31,368.885,66.82,833.72,175.815,708.05,340.56,755.71,347.61,554.405,96.89,826.39,696.0,701.41,703.17,537.0699999999999,234.58,684.2149999999999,297.6,763.56
782.8299999999999,107.59,247.58,699.29,333.28,657.5450000000001,6.247,859.82,793.81,685.2149999999999,514.47,796.3599999999999,127.36,481.36,50.32,854.86,151.1,715.64,484.89,774.8,321.28,555.505,118.29,842.81,722.625,724.99,729.87,388.71500000000003,303.91,687.56,328.95,774.39
746.2049999999999,95.215,370.36,661.32,236.14,594.815,2.261,780.64,762.2950000000001,637.2049999999999,336.67,772.0550000000001,127.13,569.13,47.16,826.2,128.465,670.28,521.57,747.01,228.27,515.49,67.57,824.1,706.36,702.65,706.71,318.625,380.06,621.885,240.13,745.31
682.185,81.565,421.39,555.82,142.95,479.28,8.163,733.12,686.0250000000001,520.515,181.02499999999998,698.095,95.14,461.75,46.37,728.9,133.54,583.18,561.18,669.13,216.27,407.55499999999995,34.12,710.13,640.075,633.85,635.01,214.85500000000002,351.27,430.225,422.3,669.98
542.59,63.625,372.44,383.41,106.18,299.0,1.6550000000000002,586.44,545.9649999999999,345.245,125.155,560.5,67.54,319.935,15.15,545.74,110.83500000000001,436.97,438.77,537.14,143.3,311.05499999999995,20.52,570.08,525.455,516.53,513.75,226.64,281.24,222.925,286.83,537.53
342.02,27.799999999999997,182.7,129.12,40.6,108.36500000000001,0.334,375.67,360.4,102.03,76.285,365.9,41.98,137.84,35.08,335.65,69.815,236.09,328.81,357.9,131.05,139.51999999999998,78.26,378.2,365.57,355.3,343.45,190.285,224.0,136.94,114.64,366.04
98.865,0.0,6.08,0.0,0.0,0.0,0.0,127.43,146.06,0.0,19.195,139.985,0.0,0.0,0.0,158.69,11.41,31.5,146.29,151.92,70.73,8.955,1.81,156.85,178.485,168.39,149.43,138.125,118.46,81.75,53.41,158.88
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.785,0.0,0.0,2.145,0.0,0.0,0.0,7.54,0.0,0.0,28.66,28.2,18.12,0.0,0.0,24.33,35.59,37.01,21.14,42.045,30.67,14.74,32.96,33.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,10.21,0.0,4.5600000000000005,0.0,0.0,3.81,0.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
