winter_1,winter_2,winter_3,winter_4,winter_5,winter_6,winter_min,winter_max,mid-cold_1,mid-cold_2,mid-cold_3,mid-cold_4,mid-cold_5,mid-cold_6,mid-cold_min,mid-cold_max,mid-warm_1,mid-warm_2,mid-warm_3,mid-warm_4,mid-warm_5,mid-warm_6,mid-warm_min,mid-warm_max,summer_1,summer_2,summer_3,summer_4,summer_5,summer_6,summer_min,summer_max
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.925,0.0,8.094999999999999,0.0,3.07,9.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,41.43,0.0,7.68,12.47,0.0,0.0,21.77,27.09,38.2,38.15,57.235,17.9,57.370000000000005,25.205,15.54,58.77
76.475,0.0,0.0,0.0,0.0,0.0,0.0,57.01,71.3,79.875,12.73,42.83,162.1,23.3,0.0,188.71,216.98,39.67,163.095,86.38,71.62,171.98000000000002,64.56,206.82,173.95,193.43,202.345,87.23,218.89,185.57,21.66,231.22
327.505,39.995000000000005,102.035,242.37,249.41,80.59,0.0,335.42,200.25,335.03,61.21,267.88,395.49,89.6,11.0,422.68,429.47,85.5,372.64,162.72,185.875,388.83000000000004,127.57,431.7,351.04,382.27,383.17,137.77,402.71500000000003,383.15999999999997,113.57,432.27
537.5550000000001,90.86,256.69,458.015,472.41,147.47,0.0,542.74,428.985,520.645,98.36,452.44,589.69,171.5,53.58,613.26,598.81,130.23,536.135,205.39,362.7,557.19,55.22,630.92,507.13,538.14,538.445,238.56,553.49,547.035,66.43,590.51
686.325,103.935,500.42499999999995,592.12,620.9,231.41000000000003,0.0,699.86,545.125,646.53,99.62,568.24,726.0,276.48,34.73,745.79,718.08,143.67,625.52,309.27,553.655,671.47,55.21,758.1,625.22,652.65,640.48,242.6,663.515,662.12,77.45,710.74
772.65,108.425,622.5150000000001,638.6800000000001,694.23,276.35,0.0,807.56,672.165,704.19,136.31,556.85,801.24,562.71,136.93,822.32,785.56,130.63,659.49,290.79,653.4849999999999,731.44,121.11,826.32,703.96,722.71,689.965,223.79,727.99,728.8299999999999,54.14,781.99
793.625,110.025,689.56,498.495,710.27,376.22,0.0,858.7,723.165,702.8199999999999,139.36,469.64,825.88,625.85,27.57,848.93,798.79,125.54,509.71500000000003,390.83,686.755,738.5550000000001,61.51,855.3,737.36,745.47,636.105,274.65,746.895,749.755,73.52,788.54
760.985,86.985,666.01,300.145,664.61,434.81,0.0,802.14,687.315,647.3599999999999,114.79,311.9,793.35,608.98,193.79,801.27,761.98,122.08,317.645,463.99,629.64,690.585,56.78,811.96,719.42,717.59,434.45500000000004,225.95,715.03,716.05,59.51,750.49
677.615,82.36500000000001,584.225,215.12,557.88,400.53499999999997,0.0,703.62,639.47,527.21,134.11,237.2,704.43,501.51,206.95,710.6,668.96,115.15,197.89999999999998,467.76,523.51,583.71,71.68,707.93,650.61,638.38,226.845,287.4,632.76,628.135,51.05,661.78
529.29,69.51,430.355,154.51,376.81,252.655,0.0,551.52,531.815,350.95500000000004,86.41,129.98,550.91,316.61,86.41,571.21,521.23,85.27,146.89,428.1,355.79499999999996,418.295,177.37,559.68,536.77,508.72,239.98000000000002,188.54,501.89,486.38,53.3,518.18
321.485,33.69,223.52,85.295,140.77,96.805,0.0,324.79,326.885,111.75999999999999,37.87,59.51,346.45,99.56,28.07,357.97,328.53,52.58,113.005,259.9,160.195,206.66,116.02,346.43,367.55,337.72,166.405,171.34,329.685,301.245,106.45,337.69
84.325,0.0,0.0,0.0,0.0,0.0,0.0,86.26,109.18,0.0,0.0,0.0,114.28,0.0,0.0,120.05,120.59,5.11,21.55,110.32,7.905,19.7,109.48,102.98,169.53,146.63,116.60499999999999,79.32,139.70499999999998,102.95500000000001,72.81,126.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.68,0.0,0.0,13.19,4.51,47.94,30.42,29.89,7.96,35.35,4.105,8.34,24.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
