winter_1,winter_2,winter_3,winter_4,winter_5,winter_6,winter_min,winter_max,mid-cold_1,mid-cold_2,mid-cold_3,mid-cold_4,mid-cold_5,mid-cold_6,mid-cold_min,mid-cold_max,mid-warm_1,mid-warm_2,mid-warm_3,mid-warm_4,mid-warm_5,mid-warm_6,mid-warm_min,mid-warm_max,summer_1,summer_2,summer_3,summer_4,summer_5,summer_6,summer_min,summer_max
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96,0.0,0.0,4.5,0.0,0.0,3.07,9.93
76.84,0.0,0.0,0.0,0.0,0.0,0.0,57.01,118.69,29.66,153.10500000000002,50.49,37.54,11.8,0.0,188.71,0.0,0.0,3.76,19.9,51.48,8.29,21.77,27.09,57.65,25.3,34.72,56.31,28.48,36.599999999999994,15.54,58.77
327.54,41.05,240.74,105.25999999999999,248.51,80.5,0.0,335.42,357.94,92.76,388.635,239.86,291.99,56.91,11.0,422.68,39.385000000000005,164.89,153.81,192.03,233.0,77.58,64.56,206.82,222.27,185.93,147.95,206.13,107.85,191.905,21.66,231.22
537.39,91.755,458.015,248.825,470.83,149.74,0.0,542.74,542.83,171.5,582.505,400.63,496.82,94.58,53.58,613.26,81.77000000000001,383.91,347.07,411.96,435.76,159.93,127.57,431.7,408.53,383.57,312.6,390.47,154.83,381.67499999999995,113.57,432.27
686.48,105.06,592.5899999999999,496.58,620.23,246.25,0.0,699.86,659.9,303.82,719.1,486.52,627.85,98.42,34.73,745.79,129.35500000000002,554.68,514.79,594.57,597.06,246.77,55.22,630.92,556.61,547.72,452.05,542.68,251.66,537.365,66.43,590.51
772.68,109.97999999999999,641.38,624.385,693.37,284.12,0.0,807.56,712.28,584.65,796.9649999999999,494.22,691.6700000000001,130.49,136.93,822.32,136.575,668.68,605.64,715.73,713.67,352.95,55.21,758.1,666.83,662.21,503.98,654.54,300.16,651.585,77.45,710.74
794.0,111.49000000000001,508.42499999999995,694.9,709.87,397.77,0.0,858.7,710.04,631.72,820.095,345.38,688.405,140.38,27.57,848.93,129.89499999999998,729.26,636.34,787.99,778.69,451.53,121.11,826.32,730.42,730.08,425.47,721.02,439.46,722.38,54.14,781.99
761.38,87.16499999999999,304.0,668.95,663.91,459.33,0.0,802.14,655.32,621.11,788.5899999999999,242.94,627.22,121.96,193.79,801.27,125.66,733.68,508.99,804.68,791.52,470.31,61.51,855.3,748.07,749.64,279.63,743.13,591.37,745.46,73.52,788.54
677.49,83.285,221.14499999999998,600.075,557.19,413.37,0.0,703.62,534.69,512.28,702.905,163.31,515.505,134.11,206.95,710.6,121.625,682.44,327.29,770.21,754.68,515.94,56.78,811.96,715.35,715.83,170.39,711.27,624.32,718.28,59.51,750.49
529.26,69.79,156.70499999999998,450.755,375.07,251.89,0.0,551.52,359.39,333.78,549.89,97.83,336.445,86.83,86.41,571.21,113.805,572.42,213.77,674.73,659.28,506.08,71.68,707.93,632.48,627.17,126.44,630.39,589.48,639.81,51.05,661.78
321.15,34.455,86.675,248.70999999999998,136.79,96.22,0.0,324.79,127.48,126.88,346.405,47.63,97.15,38.0,28.07,357.97,86.1,407.06,147.15,523.12,516.79,398.44,177.37,559.68,500.73,485.56,99.0,501.81,472.68,511.065,53.3,518.18
84.13,0.0,0.0,0.0,0.0,0.0,0.0,86.26,0.0,0.0,114.5,0.0,0.0,0.0,0.0,120.05,55.535,194.49,91.19,323.92,325.88,223.77,116.02,346.43,328.22,300.74,95.87,330.91,295.88,339.13,106.45,337.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,12.17,15.39,116.64,121.63,82.6,109.48,102.98,138.3,102.63,70.79,146.07,127.99,146.865,72.81,126.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,18.13,2.61,13.19,4.51,35.41,4.24,14.14,34.9,28.6,30.165,8.34,24.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
