winter_1,winter_2,winter_3,winter_4,winter_5,winter_6,winter_min,winter_max,mid-cold_1,mid-cold_2,mid-cold_3,mid-cold_4,mid-cold_5,mid-cold_6,mid-cold_min,mid-cold_max,mid-warm_1,mid-warm_2,mid-warm_3,mid-warm_4,mid-warm_5,mid-warm_6,mid-warm_min,mid-warm_max,summer_1,summer_2,summer_3,summer_4,summer_5,summer_6,summer_min,summer_max
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,6.445,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.205,0.0,0.0,0.0,27.65,0.0,64.33,0.0,16.12,0.0,0.0,0.0,28.095,0.0,9.95,38.635000000000005,46.78,4.19,7.1,9.24,34.085,0.0,23.27
0.0,0.0,158.08,0.0,155.675,0.0,0.0,146.16,60.545,270.85,20.24,169.16,48.44499999999999,155.37,4.14,289.18,19.27,108.53,27.875,13.254999999999999,65.345,119.85,2.73,110.97,111.605,132.195,37.4,91.735,54.900000000000006,110.84,12.2,104.09
221.53,44.32,376.14,323.36,405.395,104.995,8.48,420.68,104.055,483.775,51.23,405.06,174.035,348.98,20.42,496.47,175.08499999999998,313.23,91.475,50.879999999999995,268.725,276.39,14.82,340.91,244.1,308.04999999999995,72.76,273.15999999999997,109.595,286.14,24.67,316.93
322.43,58.205,530.0,522.65,589.325,154.315,14.15,631.85,134.76,647.79,52.81,570.2,295.44,562.155,17.59,658.42,363.1,508.5,143.81,73.355,464.77,419.155,25.48,549.53,387.15999999999997,471.855,122.91,452.59000000000003,163.595,457.43,46.54,506.92
399.98,61.754999999999995,599.3,643.64,712.155,211.895,36.71,760.97,162.70499999999998,749.415,62.24,663.7,490.34,694.665,18.29,759.71,542.5550000000001,647.73,217.2,81.465,607.495,498.76,38.85,697.21,501.815,595.3050000000001,140.1,587.4300000000001,248.1,585.7950000000001,102.38,663.12
404.97,69.34,502.52,695.67,768.555,335.17999999999995,19.44,834.57,262.9,801.535,65.46,694.3,599.9849999999999,759.155,39.88,802.99,620.33,739.41,307.945,88.32,693.97,545.575,37.38,786.59,564.97,674.2950000000001,142.11,669.995,347.83500000000004,668.81,70.46,755.63
318.68,66.61,363.48,682.92,761.35,532.4,12.75,842.81,311.45000000000005,803.1,61.44,666.08,625.575,768.755,31.46,804.01,649.95,779.55,412.075,90.005,722.485,580.6,33.12,818.6,576.6,708.9549999999999,141.83,708.16,480.53,707.175,57.67,787.6
244.45,61.165,403.4,604.47,712.0450000000001,562.025,8.97,776.43,335.125,734.21,55.24,569.53,525.59,704.4449999999999,12.78,738.21,627.55,766.48,480.96000000000004,86.715,697.4200000000001,550.915,28.2,789.98,512.59,700.47,147.29,699.21,552.815,702.8199999999999,86.71,785.14
148.74,50.55,360.95,450.54,594.0,443.06,4.39,648.31,261.15,617.53,46.54,410.14,374.945,598.47,4.14,626.64,516.88,703.47,497.305,81.345,627.905,459.96000000000004,38.83,727.17,380.135,649.815,135.65,647.7950000000001,558.015,654.845,76.44,731.44
69.55,27.42,219.49,190.19,416.19,248.99,9.53,446.13,132.485,446.7,24.49,159.21,126.515,432.775,11.34,454.46,385.745,593.06,409.89,63.8,500.405,323.12,29.57,613.72,230.185,554.855,97.42,543.51,495.37,562.76,49.17,626.47
0.0,0.0,120.53,0.0,174.755,0.0,0.0,181.24,0.0,225.48000000000002,0.0,0.0,0.0,214.57,0.0,242.39,208.66,436.9,278.85,55.724999999999994,324.46,192.12,27.47,459.36,149.07999999999998,419.68,76.4,395.17999999999995,376.385,426.44500000000005,79.57,473.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77,0.0,0.0,0.0,12.295,0.0,25.9,16.72,235.0,111.55,22.19,111.045,137.945,5.8,253.3,88.24000000000001,248.505,60.7,209.70499999999998,220.37,253.42,28.02,278.84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,1.8250000000000002,0.0,0.0,51.739999999999995,0.0,47.96,58.765,83.275,25.55,42.985,69.06,83.265,0.96,79.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08499999999999999,0.0,0.0,13.29,23.27,1.07,0.0,9.375,17.595,0.0,10.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
