s_names,t_names,values
UserA,PV sys,-2.5572768697963705e-09
UserA,National Grid EE,3.9122854632388246e-08
UserA,Storage EE,0.0
UserA,Gas Boiler,23.999999061051483
UserA,HP,2.738599836782426e-07
UserA,AC,4.0
UserA,Storage HW,0.0
UserA,Radiators,7.49999999485696
UserA,Floor heating,7.2002536476496545e-09
UserA,Induction stove,1.5649141928894483e-07
UserA,Gas stove,3.999999843508581
UserA,Gas National Grid,2.0
UserB,PV sys,-4.088735164809142e-09
UserB,National Grid EE,9.158867501565391e-10
UserB,Storage EE,0.0
UserB,Gas Boiler,23.999999985345816
UserB,HP,4.274137527912909e-09
UserB,AC,4.0
UserB,Storage HW,2.2678787026541082e-07
UserB,Radiators,13.499999999999996
UserB,Floor heating,0.0
UserB,Induction stove,2.4423643016645185e-09
UserB,Gas stove,3.9999999975576355
UserB,Gas National Grid,2.0
UserC,PV sys,0.0
UserC,National Grid EE,0.0
UserC,Storage EE,0.0
UserC,Gas Boiler,24.0
UserC,HP,0.0
UserC,AC,4.0
UserC,Storage HW,-4.381795890197473e-09
UserC,Radiators,19.499999990192485
UserC,Floor heating,1.584290115568995e-08
UserC,Induction stove,0.0
UserC,Gas stove,4.0
UserC,Gas National Grid,2.0
UserD,PV sys,0.0
UserD,National Grid EE,1.0
UserD,Storage EE,0.0
UserD,Gas Boiler,24.0
UserD,HP,0.0
UserD,AC,4.0
UserD,Storage HW,0.0
UserD,Radiators,25.5
UserD,Floor heating,0.0
UserD,Induction stove,0.0
UserD,Gas stove,4.0
UserD,Gas National Grid,2.0
