s_names,t_names,values
UserA,PV sys,0.0
UserA,National Grid EE,6.0
UserA,Storage EE,0.0
UserA,Gas Boiler,0.0
UserA,HP,2.0
UserA,AC,0.0
UserA,Storage HW,0.0
UserA,Radiators,2.0
UserA,Floor heating,0.0
UserA,Induction stove,1.0
UserA,Gas stove,0.0
UserA,Gas National Grid,0.0
UserB,PV sys,1.0
UserB,National Grid EE,6.0
UserB,Storage EE,6.806236172126161e-07
UserB,Gas Boiler,1.0
UserB,HP,2.0
UserB,AC,0.0
UserB,Storage HW,0.0
UserB,Radiators,1.9999999923633804
UserB,Floor heating,3.8184911192904715e-09
UserB,Induction stove,0.9999960550798612
UserB,Gas stove,3.9449129592382875e-06
UserB,Gas National Grid,1.0
UserC,PV sys,2.0
UserC,National Grid EE,6.0
UserC,Storage EE,0.0
UserC,Gas Boiler,0.0
UserC,HP,4.0
UserC,AC,0.0
UserC,Storage HW,0.0
UserC,Radiators,2.0
UserC,Floor heating,0.0
UserC,Induction stove,1.0
UserC,Gas stove,0.0
UserC,Gas National Grid,1.0
UserD,PV sys,2.0000011444330146
UserD,National Grid EE,4.0
UserD,Storage EE,0.0
UserD,Gas Boiler,1.0
UserD,HP,4.0
UserD,AC,0.0
UserD,Storage HW,0.0
UserD,Radiators,2.0
UserD,Floor heating,0.0
UserD,Induction stove,0.99999423306216
UserD,Gas stove,5.76693937848205e-06
UserD,Gas National Grid,1.0
