winter_1,winter_2,winter_3,winter_4,winter_5,winter_6,winter_min,winter_max,mid-cold_1,mid-cold_2,mid-cold_3,mid-cold_4,mid-cold_5,mid-cold_6,mid-cold_min,mid-cold_max,mid-warm_1,mid-warm_2,mid-warm_3,mid-warm_4,mid-warm_5,mid-warm_6,mid-warm_min,mid-warm_max,summer_1,summer_2,summer_3,summer_4,summer_5,summer_6,summer_min,summer_max
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,1.2149999999999999,0.0,3.07,9.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,3.76,19.9,0.0,0.0,51.48,8.29,21.77,27.09,25.78,15.895,57.489999999999995,38.67,47.58,31.56,15.54,58.77
0.0,0.0,0.0,0.0,81.25,0.0,0.0,57.01,29.66,118.69,11.765,153.10500000000002,50.79,37.32,0.0,188.71,153.81,192.03,39.385000000000005,164.89,233.0,77.58,64.56,206.82,186.16,80.30000000000001,219.68,193.45,193.74,126.01,21.66,231.22
233.26,243.63,39.995000000000005,81.00999999999999,329.56,246.5,0.0,335.42,92.76,357.94,55.915,388.635,239.86,291.61,11.0,422.68,347.07,411.96,81.77000000000001,383.91,435.76,159.93,127.57,431.7,384.37,121.96000000000001,403.255,382.05,381.73,169.7,113.57,432.27
436.595,464.93,91.92,159.35500000000002,539.29,470.79,0.0,542.74,171.5,542.83,93.87,582.505,398.61,497.32,53.58,613.26,514.79,594.57,129.35500000000002,554.68,597.06,246.77,55.22,630.92,547.93,134.695,553.98,537.6,536.02,297.23,66.43,590.51
578.97,607.66,110.215,264.065,688.06,627.99,0.0,699.86,303.82,659.9,98.30000000000001,719.1,480.88,627.58,34.73,745.79,605.64,715.73,136.575,668.68,713.67,352.95,55.21,758.1,663.15,146.57,663.825,652.05,644.315,351.86,77.45,710.74
607.0450000000001,677.87,113.03999999999999,354.68,773.36,713.79,0.0,807.56,584.65,712.28,130.235,796.9649999999999,491.23,691.58,136.93,822.32,636.34,787.99,129.89499999999998,729.26,778.69,451.53,121.11,826.32,731.38,112.06,728.1800000000001,722.16,700.4000000000001,466.37,54.14,781.99
436.905,690.7,121.005,500.29,794.67,741.79,0.0,858.7,631.72,710.04,141.365,820.095,344.74,688.15,27.57,848.93,508.99,804.68,125.66,733.68,791.52,470.31,61.51,855.3,752.22,115.37,747.29,745.17,666.4649999999999,635.61,73.52,788.54
251.265,638.77,92.83,546.825,762.25,704.22,0.0,802.14,621.11,655.32,123.87,788.5899999999999,229.57,626.9,193.79,801.27,327.29,770.21,121.625,682.44,754.68,515.94,56.78,811.96,717.06,142.11,715.065,717.7,468.37,643.7,59.51,750.49
184.31,523.75,94.85,497.685,677.74,618.2,0.0,703.62,512.28,534.69,134.715,702.905,160.36,515.37,206.95,710.6,213.77,674.73,113.805,572.42,659.28,506.08,71.68,707.93,630.06,174.825,632.75,638.89,223.16500000000002,597.92,51.05,661.78
153.005,335.64,76.99,337.74,531.42,461.78,0.0,551.52,333.78,359.39,86.62,549.89,97.83,336.43,86.41,571.21,147.15,523.12,86.1,407.06,516.79,398.44,177.37,559.68,489.53,119.27000000000001,501.92,510.2,208.65499999999997,479.17,53.3,518.18
84.33500000000001,98.81,35.39,147.98,322.74,245.1,0.0,324.79,126.88,127.48,37.935,346.405,53.91,97.03,28.07,357.97,91.19,323.92,55.535,194.49,325.88,223.77,116.02,346.43,304.84,112.71,329.5,339.01,142.67000000000002,303.83,106.45,337.69
0.0,0.0,0.0,0.0,86.18,0.0,0.0,86.26,0.0,0.0,0.0,114.5,0.0,0.0,0.0,120.05,15.39,116.64,7.29,12.17,121.63,82.6,109.48,102.98,105.31,58.25,139.655,147.43,104.58500000000001,130.23,72.81,126.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,18.13,2.61,13.19,4.51,4.75,3.9050000000000002,35.335,31.27,26.795,30.22,8.34,24.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
