winter_1,winter_2,winter_3,winter_4,winter_5,winter_6,winter_min,winter_max,mid-cold_1,mid-cold_2,mid-cold_3,mid-cold_4,mid-cold_5,mid-cold_6,mid-cold_min,mid-cold_max,mid-warm_1,mid-warm_2,mid-warm_3,mid-warm_4,mid-warm_5,mid-warm_6,mid-warm_min,mid-warm_max,summer_1,summer_2,summer_3,summer_4,summer_5,summer_6,summer_min,summer_max
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,8.09,0.0,0.0,0.0,3.07,9.93
0.0,0.0,76.475,0.0,0.0,0.0,0.0,57.01,83.38,11.945,146.225,39.585,29.525,181.38,0.0,188.71,0.0,0.0,41.46,0.0,4.22,13.98,21.77,27.09,38.2,47.57,57.47,18.49,25.23,38.185,15.54,58.77
247.185,243.3,327.505,96.0,39.14,78.8,0.0,335.42,336.72,58.025,378.98,261.17499999999995,123.02000000000001,414.16,11.0,422.68,74.08000000000001,39.46,216.95499999999998,173.27499999999998,156.85,92.53,64.56,206.82,173.95,192.23,219.01,87.92,185.36,193.445,21.66,231.22
469.83500000000004,460.22,537.37,228.28,85.05,154.57999999999998,0.0,542.74,522.32,97.03,576.265,434.98,269.26,601.25,53.58,613.26,186.29000000000002,85.88,429.44000000000005,389.33,360.73,162.0,127.57,431.7,351.04,380.83,402.79,129.12,382.65,382.35,113.57,432.27
618.335,594.71,686.03,467.22,102.23,229.13,0.0,699.86,648.38,117.095,715.785,548.005,423.255,727.96,34.73,745.79,372.22,129.18,598.7449999999999,558.2,522.88,195.44,55.22,630.92,507.13,535.75,553.37,198.22,546.91,538.255,66.43,590.51
692.8,640.72,772.6,600.44,103.71,265.83500000000004,0.0,807.56,705.51,146.745,791.025,545.665,636.175,803.49,136.93,822.32,564.615,142.99,717.98,672.9200000000001,609.0,265.09,55.21,758.1,625.22,642.67,662.92,213.18,662.21,652.7049999999999,77.45,710.74
710.285,506.91,793.235,674.34,105.92,360.63,0.0,858.7,703.02,149.825,816.78,470.88,650.825,820.69,27.57,848.93,671.575,130.63,785.525,732.53,640.02,269.38,121.11,826.32,703.96,700.72,727.62,172.12,729.54,722.665,54.14,781.99
664.47,299.25,760.465,659.88,84.24,408.84000000000003,0.0,802.14,647.74,137.70499999999998,789.06,328.32,622.62,787.73,193.79,801.27,694.87,125.78,798.75,738.5550000000001,509.61,345.8,61.51,855.3,737.36,664.42,746.63,182.88,750.96,745.4100000000001,73.52,788.54
558.44,221.13,677.26,587.49,78.43,372.01,0.0,703.62,527.71,141.485,702.345,226.34500000000003,525.985,702.83,206.95,710.6,647.295,124.3,761.975,690.23,339.62,416.98,56.78,811.96,719.42,469.34,714.64,186.0,716.77,717.485,59.51,750.49
376.475,156.37,529.2,440.11,68.55,222.825,0.0,551.52,351.04,92.375,549.4549999999999,126.055,343.255,546.68,86.41,571.21,543.6800000000001,115.15,668.85,582.94,218.52,436.76,71.68,707.93,650.61,231.25,632.48,295.74,629.62,638.39,51.05,661.78
140.995,87.0,321.265,234.52,33.0,87.63,0.0,324.79,111.14,41.925,346.405,56.525,136.82999999999998,344.57,28.07,357.97,380.82,85.98,521.215,417.1,146.89,387.01,177.37,559.68,536.77,220.15,501.62,180.97,488.0,508.72,53.3,518.18
0.0,0.0,84.22,0.0,0.0,0.0,0.0,86.26,0.0,0.0,113.63499999999999,0.0,0.0,118.42,0.0,120.05,175.945,53.1,328.53,205.625,94.44,252.83,116.02,346.43,367.55,148.18,329.36,172.76,302.96,337.895,106.45,337.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.11,4.77,120.64,18.979999999999997,13.95,109.92,109.48,102.98,169.53,102.8,139.62,89.19,103.56,146.66,72.81,126.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,11.77,13.19,4.51,47.94,26.42,35.35,13.06,3.97,30.45,8.34,24.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
