s_names,t_names,th_names,values
UserB,Gas stove,h21_wi06,0.0
UserB,Gas stove,h22_wi06,0.0
UserB,Gas stove,h23_wi06,0.0
UserB,Gas stove,h24_wi06,0.0
UserB,Gas stove,h01_wi07,0.0
UserB,Gas stove,h02_wi07,0.0
UserB,Gas stove,h03_wi07,0.0
UserB,Gas stove,h04_wi07,0.0
UserB,Gas stove,h05_wi07,0.0
UserB,Gas stove,h06_wi07,0.0
UserB,Gas stove,h07_wi07,0.0
UserB,Gas stove,h08_wi07,0.0
UserB,Gas stove,h09_wi07,0.0
UserB,Gas stove,h10_wi07,0.0
UserB,Gas stove,h11_wi07,0.0
UserB,Gas stove,h12_wi07,0.0
UserB,Gas stove,h13_wi07,0.0
UserB,Gas stove,h14_wi07,0.0
UserB,Gas stove,h15_wi07,0.0
UserB,Gas stove,h16_wi07,0.0
UserB,Gas stove,h17_wi07,0.0
UserB,Gas stove,h18_wi07,0.0
UserB,Gas stove,h19_wi07,0.0
UserB,Gas stove,h20_wi07,0.0
UserB,Gas stove,h21_wi07,0.0
UserB,Gas stove,h22_wi07,0.0
UserB,Gas stove,h23_wi07,0.0
UserB,Gas stove,h24_wi07,0.0
UserB,Gas stove,h01_wi08,0.0
UserB,Gas stove,h02_wi08,0.0
UserB,Gas stove,h03_wi08,0.0
UserB,Gas stove,h04_wi08,0.0
UserB,Gas stove,h05_wi08,0.0
UserB,Gas stove,h06_wi08,0.0
UserB,Gas stove,h07_wi08,0.0
UserB,Gas stove,h08_wi08,0.0
UserB,Gas stove,h09_wi08,0.0
UserB,Gas stove,h10_wi08,0.0
UserB,Gas stove,h11_wi08,0.0
UserB,Gas stove,h12_wi08,0.0
UserB,Gas stove,h13_wi08,0.0
UserB,Gas stove,h14_wi08,0.0
UserB,Gas stove,h15_wi08,0.0
UserB,Gas stove,h16_wi08,0.0
UserB,Gas stove,h17_wi08,0.0
UserB,Gas stove,h18_wi08,0.0
UserB,Gas stove,h19_wi08,0.0
UserB,Gas stove,h20_wi08,0.0
UserB,Gas stove,h21_wi08,0.0
UserB,Gas stove,h22_wi08,0.0
UserB,Gas stove,h23_wi08,0.0
UserB,Gas stove,h24_wi08,0.0
UserB,Gas stove,h01_wi09,0.0
UserB,Gas stove,h02_wi09,0.0
UserB,Gas stove,h03_wi09,0.0
UserB,Gas stove,h04_wi09,0.0
UserB,Gas stove,h05_wi09,0.0
UserB,Gas stove,h06_wi09,0.0
UserB,Gas stove,h07_wi09,0.0
UserB,Gas stove,h08_wi09,0.0
UserB,Gas stove,h09_wi09,0.0
UserB,Gas stove,h10_wi09,0.0
UserB,Gas stove,h11_wi09,0.0
UserB,Gas stove,h12_wi09,0.0
UserB,Gas stove,h13_wi09,0.0
UserB,Gas stove,h14_wi09,0.0
UserB,Gas stove,h15_wi09,0.0
UserB,Gas stove,h16_wi09,0.0
UserB,Gas stove,h17_wi09,0.0
UserB,Gas stove,h18_wi09,0.0
UserB,Gas stove,h19_wi09,0.0
UserB,Gas stove,h20_wi09,0.0
UserB,Gas stove,h21_wi09,0.0
UserB,Gas stove,h22_wi09,0.0
UserB,Gas stove,h23_wi09,0.0
UserB,Gas stove,h24_wi09,0.0
UserB,Gas stove,h01_wi10,0.0
UserB,Gas stove,h02_wi10,0.0
UserB,Gas stove,h03_wi10,0.0
UserB,Gas stove,h04_wi10,0.0
UserB,Gas stove,h05_wi10,0.0
UserB,Gas stove,h06_wi10,0.0
UserB,Gas stove,h07_wi10,0.0
UserB,Gas stove,h08_wi10,0.0
UserB,Gas stove,h09_wi10,0.0
UserB,Gas stove,h10_wi10,0.0
UserB,Gas stove,h11_wi10,0.0
UserB,Gas stove,h12_wi10,0.0
UserB,Gas stove,h13_wi10,0.0
UserB,Gas stove,h14_wi10,0.0
UserB,Gas stove,h15_wi10,0.0
UserB,Gas stove,h16_wi10,0.0
UserB,Gas stove,h17_wi10,0.0
UserB,Gas stove,h18_wi10,0.0
UserB,Gas stove,h19_wi10,0.0
UserB,Gas stove,h20_wi10,0.0
UserB,Gas stove,h21_wi10,0.0
UserB,Gas stove,h22_wi10,0.0
UserB,Gas stove,h23_wi10,0.0
UserB,Gas stove,h24_wi10,0.0
UserB,Gas stove,h01_wi11,0.0
UserB,Gas stove,h02_wi11,0.0
UserB,Gas stove,h03_wi11,0.0
UserB,Gas stove,h04_wi11,0.0
UserB,Gas stove,h05_wi11,0.0
UserB,Gas stove,h06_wi11,0.0
UserB,Gas stove,h07_wi11,0.0
UserB,Gas stove,h08_wi11,0.0
UserB,Gas stove,h09_wi11,0.0
UserB,Gas stove,h10_wi11,0.0
UserB,Gas stove,h11_wi11,0.0
UserB,Gas stove,h12_wi11,0.0
UserB,Gas stove,h13_wi11,0.0
UserB,Gas stove,h14_wi11,0.0
UserB,Gas stove,h15_wi11,0.0
UserB,Gas stove,h16_wi11,0.0
UserB,Gas stove,h17_wi11,0.0
UserB,Gas stove,h18_wi11,0.0
UserB,Gas stove,h19_wi11,0.0
UserB,Gas stove,h20_wi11,0.0
UserB,Gas stove,h21_wi11,0.0
UserB,Gas stove,h22_wi11,0.0
UserB,Gas stove,h23_wi11,0.0
UserB,Gas stove,h24_wi11,0.0
UserB,Gas stove,h01_wi12,0.0
UserB,Gas stove,h02_wi12,0.0
UserB,Gas stove,h03_wi12,0.0
UserB,Gas stove,h04_wi12,0.0
UserB,Gas stove,h05_wi12,0.0
UserB,Gas stove,h06_wi12,0.0
UserB,Gas stove,h07_wi12,0.0
UserB,Gas stove,h08_wi12,0.0
UserB,Gas stove,h09_wi12,0.0
UserB,Gas stove,h10_wi12,0.0
UserB,Gas stove,h11_wi12,0.0
UserB,Gas stove,h12_wi12,0.0
UserB,Gas stove,h13_wi12,0.0
UserB,Gas stove,h14_wi12,0.0
UserB,Gas stove,h15_wi12,0.0
UserB,Gas stove,h16_wi12,0.0
UserB,Gas stove,h17_wi12,0.0
UserB,Gas stove,h18_wi12,0.0
UserB,Gas stove,h19_wi12,0.0
UserB,Gas stove,h20_wi12,0.0
UserB,Gas stove,h21_wi12,0.0
UserB,Gas stove,h22_wi12,0.0
UserB,Gas stove,h23_wi12,0.0
UserB,Gas stove,h24_wi12,0.0
UserB,Gas stove,h01_wi13,0.0
UserB,Gas stove,h02_wi13,0.0
UserB,Gas stove,h03_wi13,0.0
UserB,Gas stove,h04_wi13,0.0
UserB,Gas stove,h05_wi13,0.0
UserB,Gas stove,h06_wi13,0.0
UserB,Gas stove,h07_wi13,0.0
UserB,Gas stove,h08_wi13,0.0
UserB,Gas stove,h09_wi13,0.0
UserB,Gas stove,h10_wi13,0.0
UserB,Gas stove,h11_wi13,0.0
UserB,Gas stove,h12_wi13,0.0
UserB,Gas stove,h13_wi13,0.0
UserB,Gas stove,h14_wi13,0.0
UserB,Gas stove,h15_wi13,0.0
UserB,Gas stove,h16_wi13,0.0
UserB,Gas stove,h17_wi13,0.0
UserB,Gas stove,h18_wi13,0.0
UserB,Gas stove,h19_wi13,0.0
UserB,Gas stove,h20_wi13,0.0
UserB,Gas stove,h21_wi13,0.0
UserB,Gas stove,h22_wi13,0.0
UserB,Gas stove,h23_wi13,0.0
UserB,Gas stove,h24_wi13,0.0
UserB,Gas stove,h01_wi14,0.0
UserB,Gas stove,h02_wi14,0.0
UserB,Gas stove,h03_wi14,0.0
UserB,Gas stove,h04_wi14,0.0
UserB,Gas stove,h05_wi14,0.0
UserB,Gas stove,h06_wi14,0.0
UserB,Gas stove,h07_wi14,0.0
UserB,Gas stove,h08_wi14,0.0
UserB,Gas stove,h09_wi14,0.0
UserB,Gas stove,h10_wi14,0.0
UserB,Gas stove,h11_wi14,0.0
UserB,Gas stove,h12_wi14,0.0
UserB,Gas stove,h13_wi14,0.0
UserB,Gas stove,h14_wi14,0.0
UserB,Gas stove,h15_wi14,0.0
UserB,Gas stove,h16_wi14,0.0
UserB,Gas stove,h17_wi14,0.0
UserB,Gas stove,h18_wi14,0.0
UserB,Gas stove,h19_wi14,0.0
UserB,Gas stove,h20_wi14,0.0
UserB,Gas stove,h21_wi14,0.0
UserB,Gas stove,h22_wi14,0.0
UserB,Gas stove,h23_wi14,0.0
UserB,Gas stove,h24_wi14,0.0
UserB,Gas stove,h01_mc01,0.0
UserB,Gas stove,h02_mc01,0.0
UserB,Gas stove,h03_mc01,0.0
UserB,Gas stove,h04_mc01,0.0
UserB,Gas stove,h05_mc01,0.0
UserB,Gas stove,h06_mc01,0.0
UserB,Gas stove,h07_mc01,0.0
UserB,Gas stove,h08_mc01,0.0
UserB,Gas stove,h09_mc01,0.0
UserB,Gas stove,h10_mc01,0.0
UserB,Gas stove,h11_mc01,0.0
UserB,Gas stove,h12_mc01,0.0
UserB,Gas stove,h13_mc01,0.0
UserB,Gas stove,h14_mc01,0.0
UserB,Gas stove,h15_mc01,0.0
UserB,Gas stove,h16_mc01,0.0
UserB,Gas stove,h17_mc01,0.0
UserB,Gas stove,h18_mc01,0.0
UserB,Gas stove,h19_mc01,0.0
UserB,Gas stove,h20_mc01,0.0
UserB,Gas stove,h21_mc01,0.0
UserB,Gas stove,h22_mc01,0.0
UserB,Gas stove,h23_mc01,0.0
UserB,Gas stove,h24_mc01,0.0
UserB,Gas stove,h01_mc02,0.0
UserB,Gas stove,h02_mc02,0.0
UserB,Gas stove,h03_mc02,0.0
UserB,Gas stove,h04_mc02,0.0
UserB,Gas stove,h05_mc02,0.0
UserB,Gas stove,h06_mc02,0.0
UserB,Gas stove,h07_mc02,0.0
UserB,Gas stove,h08_mc02,0.0
UserB,Gas stove,h09_mc02,0.0
UserB,Gas stove,h10_mc02,0.0
UserB,Gas stove,h11_mc02,0.0
UserB,Gas stove,h12_mc02,0.0
UserB,Gas stove,h13_mc02,0.0
UserB,Gas stove,h14_mc02,0.0
UserB,Gas stove,h15_mc02,0.0
UserB,Gas stove,h16_mc02,0.0
UserB,Gas stove,h17_mc02,0.0
UserB,Gas stove,h18_mc02,0.0
UserB,Gas stove,h19_mc02,0.0
UserB,Gas stove,h20_mc02,0.0
UserB,Gas stove,h21_mc02,0.0
UserB,Gas stove,h22_mc02,0.0
UserB,Gas stove,h23_mc02,0.0
UserB,Gas stove,h24_mc02,0.0
UserB,Gas stove,h01_mc03,0.0
UserB,Gas stove,h02_mc03,0.0
UserB,Gas stove,h03_mc03,0.0
UserB,Gas stove,h04_mc03,0.0
UserB,Gas stove,h05_mc03,0.0
UserB,Gas stove,h06_mc03,0.0
UserB,Gas stove,h07_mc03,0.0
UserB,Gas stove,h08_mc03,0.0
UserB,Gas stove,h09_mc03,0.0
UserB,Gas stove,h10_mc03,0.0
UserB,Gas stove,h11_mc03,0.0
UserB,Gas stove,h12_mc03,0.0
UserB,Gas stove,h13_mc03,0.0
UserB,Gas stove,h14_mc03,0.0
UserB,Gas stove,h15_mc03,0.0
UserB,Gas stove,h16_mc03,0.0
UserB,Gas stove,h17_mc03,0.0
UserB,Gas stove,h18_mc03,0.0
UserB,Gas stove,h19_mc03,0.0
UserB,Gas stove,h20_mc03,0.0
UserB,Gas stove,h21_mc03,0.0
UserB,Gas stove,h22_mc03,0.0
UserB,Gas stove,h23_mc03,0.0
UserB,Gas stove,h24_mc03,0.0
UserB,Gas stove,h01_mc04,0.0
UserB,Gas stove,h02_mc04,0.0
UserB,Gas stove,h03_mc04,0.0
UserB,Gas stove,h04_mc04,0.0
UserB,Gas stove,h05_mc04,0.0
UserB,Gas stove,h06_mc04,0.0
UserB,Gas stove,h07_mc04,0.0
UserB,Gas stove,h08_mc04,0.0
UserB,Gas stove,h09_mc04,0.0
UserB,Gas stove,h10_mc04,0.0
UserB,Gas stove,h11_mc04,0.0
UserB,Gas stove,h12_mc04,0.0
UserB,Gas stove,h13_mc04,0.0
UserB,Gas stove,h14_mc04,0.0
UserB,Gas stove,h15_mc04,0.0
UserB,Gas stove,h16_mc04,0.0
UserB,Gas stove,h17_mc04,0.0
UserB,Gas stove,h18_mc04,0.0
UserB,Gas stove,h19_mc04,0.0
UserB,Gas stove,h20_mc04,0.0
UserB,Gas stove,h21_mc04,0.0
UserB,Gas stove,h22_mc04,0.0
UserB,Gas stove,h23_mc04,0.0
UserB,Gas stove,h24_mc04,0.0
UserB,Gas stove,h01_mc05,0.0
UserB,Gas stove,h02_mc05,0.0
UserB,Gas stove,h03_mc05,0.0
UserB,Gas stove,h04_mc05,0.0
UserB,Gas stove,h05_mc05,0.0
UserB,Gas stove,h06_mc05,0.0
UserB,Gas stove,h07_mc05,0.0
UserB,Gas stove,h08_mc05,0.0
UserB,Gas stove,h09_mc05,0.0
UserB,Gas stove,h10_mc05,0.0
UserB,Gas stove,h11_mc05,0.0
UserB,Gas stove,h12_mc05,0.0
UserB,Gas stove,h13_mc05,0.0
UserB,Gas stove,h14_mc05,0.0
UserB,Gas stove,h15_mc05,0.0
UserB,Gas stove,h16_mc05,0.0
UserB,Gas stove,h17_mc05,0.0
UserB,Gas stove,h18_mc05,0.0
UserB,Gas stove,h19_mc05,0.0
UserB,Gas stove,h20_mc05,0.0
UserB,Gas stove,h21_mc05,0.0
UserB,Gas stove,h22_mc05,0.0
UserB,Gas stove,h23_mc05,0.0
UserB,Gas stove,h24_mc05,0.0
UserB,Gas stove,h01_mc06,0.0
UserB,Gas stove,h02_mc06,0.0
UserB,Gas stove,h03_mc06,0.0
UserB,Gas stove,h04_mc06,0.0
UserB,Gas stove,h05_mc06,0.0
UserB,Gas stove,h06_mc06,0.0
UserB,Gas stove,h07_mc06,0.0
UserB,Gas stove,h08_mc06,0.0
UserB,Gas stove,h09_mc06,0.0
UserB,Gas stove,h10_mc06,0.0
UserB,Gas stove,h11_mc06,0.0
UserB,Gas stove,h12_mc06,0.0
UserB,Gas stove,h13_mc06,0.0
UserB,Gas stove,h14_mc06,0.0
UserB,Gas stove,h15_mc06,0.0
UserB,Gas stove,h16_mc06,0.0
UserB,Gas stove,h17_mc06,0.0
UserB,Gas stove,h18_mc06,0.0
UserB,Gas stove,h19_mc06,0.0
UserB,Gas stove,h20_mc06,0.0
UserB,Gas stove,h21_mc06,0.0
UserB,Gas stove,h22_mc06,0.0
UserB,Gas stove,h23_mc06,0.0
UserB,Gas stove,h24_mc06,0.0
UserB,Gas stove,h01_mc07,0.0
UserB,Gas stove,h02_mc07,0.0
UserB,Gas stove,h03_mc07,0.0
UserB,Gas stove,h04_mc07,0.0
UserB,Gas stove,h05_mc07,0.0
UserB,Gas stove,h06_mc07,0.0
UserB,Gas stove,h07_mc07,0.0
UserB,Gas stove,h08_mc07,0.0
UserB,Gas stove,h09_mc07,0.0
UserB,Gas stove,h10_mc07,0.0
UserB,Gas stove,h11_mc07,0.0
UserB,Gas stove,h12_mc07,0.0
UserB,Gas stove,h13_mc07,0.0
UserB,Gas stove,h14_mc07,0.0
UserB,Gas stove,h15_mc07,0.0
UserB,Gas stove,h16_mc07,0.0
UserB,Gas stove,h17_mc07,0.0
UserB,Gas stove,h18_mc07,0.0
UserB,Gas stove,h19_mc07,0.0
UserB,Gas stove,h20_mc07,0.0
UserB,Gas stove,h21_mc07,0.0
UserB,Gas stove,h22_mc07,0.0
UserB,Gas stove,h23_mc07,0.0
UserB,Gas stove,h24_mc07,0.0
UserB,Gas stove,h01_mc08,0.0
UserB,Gas stove,h02_mc08,0.0
UserB,Gas stove,h03_mc08,0.0
UserB,Gas stove,h04_mc08,0.0
UserB,Gas stove,h05_mc08,0.0
UserB,Gas stove,h06_mc08,0.0
UserB,Gas stove,h07_mc08,0.0
UserB,Gas stove,h08_mc08,0.0
UserB,Gas stove,h09_mc08,0.0
UserB,Gas stove,h10_mc08,0.0
UserB,Gas stove,h11_mc08,0.0
UserB,Gas stove,h12_mc08,0.0
UserB,Gas stove,h13_mc08,0.0
UserB,Gas stove,h14_mc08,0.0
UserB,Gas stove,h15_mc08,0.0
UserB,Gas stove,h16_mc08,0.0
UserB,Gas stove,h17_mc08,0.0
UserB,Gas stove,h18_mc08,0.0
UserB,Gas stove,h19_mc08,0.0
UserB,Gas stove,h20_mc08,0.0
UserB,Gas stove,h21_mc08,0.0
UserB,Gas stove,h22_mc08,0.0
UserB,Gas stove,h23_mc08,0.0
UserB,Gas stove,h24_mc08,0.0
UserB,Gas stove,h01_mc09,0.0
UserB,Gas stove,h02_mc09,0.0
UserB,Gas stove,h03_mc09,0.0
UserB,Gas stove,h04_mc09,0.0
UserB,Gas stove,h05_mc09,0.0
UserB,Gas stove,h06_mc09,0.0
UserB,Gas stove,h07_mc09,0.0
UserB,Gas stove,h08_mc09,0.0
UserB,Gas stove,h09_mc09,0.0
UserB,Gas stove,h10_mc09,0.0
UserB,Gas stove,h11_mc09,0.0
UserB,Gas stove,h12_mc09,0.0
UserB,Gas stove,h13_mc09,0.0
UserB,Gas stove,h14_mc09,0.0
UserB,Gas stove,h15_mc09,0.0
UserB,Gas stove,h16_mc09,0.0
UserB,Gas stove,h17_mc09,0.0
UserB,Gas stove,h18_mc09,0.0
UserB,Gas stove,h19_mc09,0.0
UserB,Gas stove,h20_mc09,0.0
UserB,Gas stove,h21_mc09,0.0
UserB,Gas stove,h22_mc09,0.0
UserB,Gas stove,h23_mc09,0.0
UserB,Gas stove,h24_mc09,0.0
UserB,Gas stove,h01_mc10,0.0
UserB,Gas stove,h02_mc10,0.0
UserB,Gas stove,h03_mc10,0.0
UserB,Gas stove,h04_mc10,0.0
UserB,Gas stove,h05_mc10,0.0
UserB,Gas stove,h06_mc10,0.0
UserB,Gas stove,h07_mc10,0.0
UserB,Gas stove,h08_mc10,0.0
UserB,Gas stove,h09_mc10,0.0
UserB,Gas stove,h10_mc10,0.0
UserB,Gas stove,h11_mc10,0.0
UserB,Gas stove,h12_mc10,0.0
UserB,Gas stove,h13_mc10,0.0
UserB,Gas stove,h14_mc10,0.0
UserB,Gas stove,h15_mc10,0.0
UserB,Gas stove,h16_mc10,0.0
UserB,Gas stove,h17_mc10,0.0
UserB,Gas stove,h18_mc10,0.0
UserB,Gas stove,h19_mc10,0.0
UserB,Gas stove,h20_mc10,0.0
UserB,Gas stove,h21_mc10,0.0
UserB,Gas stove,h22_mc10,0.0
UserB,Gas stove,h23_mc10,0.0
UserB,Gas stove,h24_mc10,0.0
UserB,Gas stove,h01_mc11,0.0
UserB,Gas stove,h02_mc11,0.0
UserB,Gas stove,h03_mc11,0.0
UserB,Gas stove,h04_mc11,0.0
UserB,Gas stove,h05_mc11,0.0
UserB,Gas stove,h06_mc11,0.0
UserB,Gas stove,h07_mc11,0.0
UserB,Gas stove,h08_mc11,0.0
UserB,Gas stove,h09_mc11,0.0
UserB,Gas stove,h10_mc11,0.0
UserB,Gas stove,h11_mc11,0.0
UserB,Gas stove,h12_mc11,0.0
UserB,Gas stove,h13_mc11,0.0
UserB,Gas stove,h14_mc11,0.0
UserB,Gas stove,h15_mc11,0.0
UserB,Gas stove,h16_mc11,0.0
UserB,Gas stove,h17_mc11,0.0
UserB,Gas stove,h18_mc11,0.0
UserB,Gas stove,h19_mc11,0.0
UserB,Gas stove,h20_mc11,0.0
UserB,Gas stove,h21_mc11,0.0
UserB,Gas stove,h22_mc11,0.0
UserB,Gas stove,h23_mc11,0.0
UserB,Gas stove,h24_mc11,0.0
UserB,Gas stove,h01_mc12,0.0
UserB,Gas stove,h02_mc12,0.0
UserB,Gas stove,h03_mc12,0.0
UserB,Gas stove,h04_mc12,0.0
UserB,Gas stove,h05_mc12,0.0
UserB,Gas stove,h06_mc12,0.0
UserB,Gas stove,h07_mc12,0.0
UserB,Gas stove,h08_mc12,0.0
UserB,Gas stove,h09_mc12,0.0
UserB,Gas stove,h10_mc12,0.0
UserB,Gas stove,h11_mc12,0.0
UserB,Gas stove,h12_mc12,0.0
UserB,Gas stove,h13_mc12,0.0
UserB,Gas stove,h14_mc12,0.0
UserB,Gas stove,h15_mc12,0.0
UserB,Gas stove,h16_mc12,0.0
UserB,Gas stove,h17_mc12,0.0
UserB,Gas stove,h18_mc12,0.0
UserB,Gas stove,h19_mc12,0.0
UserB,Gas stove,h20_mc12,0.0
UserB,Gas stove,h21_mc12,0.0
UserB,Gas stove,h22_mc12,0.0
UserB,Gas stove,h23_mc12,0.0
UserB,Gas stove,h24_mc12,0.0
UserB,Gas stove,h01_mc13,0.0
UserB,Gas stove,h02_mc13,0.0
UserB,Gas stove,h03_mc13,0.0
UserB,Gas stove,h04_mc13,0.0
UserB,Gas stove,h05_mc13,0.0
UserB,Gas stove,h06_mc13,0.0
UserB,Gas stove,h07_mc13,0.0
UserB,Gas stove,h08_mc13,0.0
UserB,Gas stove,h09_mc13,0.0
UserB,Gas stove,h10_mc13,0.0
UserB,Gas stove,h11_mc13,0.0
UserB,Gas stove,h12_mc13,0.0
UserB,Gas stove,h13_mc13,0.0
UserB,Gas stove,h14_mc13,0.0
UserB,Gas stove,h15_mc13,0.0
UserB,Gas stove,h16_mc13,0.0
UserB,Gas stove,h17_mc13,0.0
UserB,Gas stove,h18_mc13,0.0
UserB,Gas stove,h19_mc13,0.0
UserB,Gas stove,h20_mc13,0.0
UserB,Gas stove,h21_mc13,0.0
UserB,Gas stove,h22_mc13,0.0
UserB,Gas stove,h23_mc13,0.0
UserB,Gas stove,h24_mc13,0.0
UserB,Gas stove,h01_mc14,0.0
UserB,Gas stove,h02_mc14,0.0
UserB,Gas stove,h03_mc14,0.0
UserB,Gas stove,h04_mc14,0.0
UserB,Gas stove,h05_mc14,0.0
UserB,Gas stove,h06_mc14,0.0
UserB,Gas stove,h07_mc14,0.0
UserB,Gas stove,h08_mc14,0.0
UserB,Gas stove,h09_mc14,0.0
UserB,Gas stove,h10_mc14,0.0
UserB,Gas stove,h11_mc14,0.0
UserB,Gas stove,h12_mc14,0.0
UserB,Gas stove,h13_mc14,0.0
UserB,Gas stove,h14_mc14,0.0
UserB,Gas stove,h15_mc14,0.0
UserB,Gas stove,h16_mc14,0.0
UserB,Gas stove,h17_mc14,0.0
UserB,Gas stove,h18_mc14,0.0
UserB,Gas stove,h19_mc14,0.0
UserB,Gas stove,h20_mc14,0.0
UserB,Gas stove,h21_mc14,0.0
UserB,Gas stove,h22_mc14,0.0
UserB,Gas stove,h23_mc14,0.0
UserB,Gas stove,h24_mc14,0.0
UserB,Gas stove,h01_mw01,0.0
UserB,Gas stove,h02_mw01,0.0
UserB,Gas stove,h03_mw01,0.0
UserB,Gas stove,h04_mw01,0.0
UserB,Gas stove,h05_mw01,0.0
UserB,Gas stove,h06_mw01,0.0
UserB,Gas stove,h07_mw01,0.0
UserB,Gas stove,h08_mw01,0.0
UserB,Gas stove,h09_mw01,0.0
UserB,Gas stove,h10_mw01,0.0
UserB,Gas stove,h11_mw01,0.0
UserB,Gas stove,h12_mw01,0.0
UserB,Gas stove,h13_mw01,0.0
UserB,Gas stove,h14_mw01,0.0
UserB,Gas stove,h15_mw01,0.0
UserB,Gas stove,h16_mw01,0.0
UserB,Gas stove,h17_mw01,0.0
UserB,Gas stove,h18_mw01,0.0
UserB,Gas stove,h19_mw01,0.0
UserB,Gas stove,h20_mw01,0.0
UserB,Gas stove,h21_mw01,0.0
UserB,Gas stove,h22_mw01,0.0
UserB,Gas stove,h23_mw01,0.0
UserB,Gas stove,h24_mw01,0.0
UserB,Gas stove,h01_mw02,0.0
UserB,Gas stove,h02_mw02,0.0
UserB,Gas stove,h03_mw02,0.0
UserB,Gas stove,h04_mw02,0.0
UserB,Gas stove,h05_mw02,0.0
UserB,Gas stove,h06_mw02,0.0
UserB,Gas stove,h07_mw02,0.0
UserB,Gas stove,h08_mw02,0.0
UserB,Gas stove,h09_mw02,0.0
UserB,Gas stove,h10_mw02,0.0
UserB,Gas stove,h11_mw02,0.0
UserB,Gas stove,h12_mw02,0.0
UserB,Gas stove,h13_mw02,0.0
UserB,Gas stove,h14_mw02,0.0
UserB,Gas stove,h15_mw02,0.0
UserB,Gas stove,h16_mw02,0.0
UserB,Gas stove,h17_mw02,0.0
UserB,Gas stove,h18_mw02,0.0
UserB,Gas stove,h19_mw02,0.0
UserB,Gas stove,h20_mw02,0.0
UserB,Gas stove,h21_mw02,0.0
UserB,Gas stove,h22_mw02,0.0
UserB,Gas stove,h23_mw02,0.0
UserB,Gas stove,h24_mw02,0.0
UserB,Gas stove,h01_mw03,0.0
UserB,Gas stove,h02_mw03,0.0
UserB,Gas stove,h03_mw03,0.0
UserB,Gas stove,h04_mw03,0.0
UserB,Gas stove,h05_mw03,0.0
UserB,Gas stove,h06_mw03,0.0
UserB,Gas stove,h07_mw03,0.0
UserB,Gas stove,h08_mw03,0.0
UserB,Gas stove,h09_mw03,0.0
UserB,Gas stove,h10_mw03,0.0
UserB,Gas stove,h11_mw03,0.0
UserB,Gas stove,h12_mw03,0.0
UserB,Gas stove,h13_mw03,0.0
UserB,Gas stove,h14_mw03,0.0
UserB,Gas stove,h15_mw03,0.0
UserB,Gas stove,h16_mw03,0.0
UserB,Gas stove,h17_mw03,0.0
UserB,Gas stove,h18_mw03,0.0
UserB,Gas stove,h19_mw03,0.0
UserB,Gas stove,h20_mw03,0.0
UserB,Gas stove,h21_mw03,0.0
UserB,Gas stove,h22_mw03,0.0
UserB,Gas stove,h23_mw03,0.0
UserB,Gas stove,h24_mw03,0.0
UserB,Gas stove,h01_mw04,0.0
UserB,Gas stove,h02_mw04,0.0
UserB,Gas stove,h03_mw04,0.0
UserB,Gas stove,h04_mw04,0.0
UserB,Gas stove,h05_mw04,0.0
UserB,Gas stove,h06_mw04,0.0
UserB,Gas stove,h07_mw04,0.0
UserB,Gas stove,h08_mw04,0.0
UserB,Gas stove,h09_mw04,0.0
UserB,Gas stove,h10_mw04,0.0
UserB,Gas stove,h11_mw04,0.0
UserB,Gas stove,h12_mw04,0.0
UserB,Gas stove,h13_mw04,0.0
UserB,Gas stove,h14_mw04,0.0
UserB,Gas stove,h15_mw04,0.0
UserB,Gas stove,h16_mw04,0.0
UserB,Gas stove,h17_mw04,0.0
UserB,Gas stove,h18_mw04,0.0
UserB,Gas stove,h19_mw04,0.0
UserB,Gas stove,h20_mw04,0.0
UserB,Gas stove,h21_mw04,0.0
UserB,Gas stove,h22_mw04,0.0
UserB,Gas stove,h23_mw04,0.0
UserB,Gas stove,h24_mw04,0.0
UserB,Gas stove,h01_mw05,0.0
UserB,Gas stove,h02_mw05,0.0
UserB,Gas stove,h03_mw05,0.0
UserB,Gas stove,h04_mw05,0.0
UserB,Gas stove,h05_mw05,0.0
UserB,Gas stove,h06_mw05,0.0
UserB,Gas stove,h07_mw05,0.0
UserB,Gas stove,h08_mw05,0.0
UserB,Gas stove,h09_mw05,0.0
UserB,Gas stove,h10_mw05,0.0
UserB,Gas stove,h11_mw05,0.0
UserB,Gas stove,h12_mw05,0.0
UserB,Gas stove,h13_mw05,0.0
UserB,Gas stove,h14_mw05,0.0
UserB,Gas stove,h15_mw05,0.0
UserB,Gas stove,h16_mw05,0.0
UserB,Gas stove,h17_mw05,0.0
UserB,Gas stove,h18_mw05,0.0
UserB,Gas stove,h19_mw05,0.0
UserB,Gas stove,h20_mw05,0.0
UserB,Gas stove,h21_mw05,0.0
UserB,Gas stove,h22_mw05,0.0
UserB,Gas stove,h23_mw05,0.0
UserB,Gas stove,h24_mw05,0.0
UserB,Gas stove,h01_mw06,0.0
UserB,Gas stove,h02_mw06,0.0
UserB,Gas stove,h03_mw06,0.0
UserB,Gas stove,h04_mw06,0.0
UserB,Gas stove,h05_mw06,0.0
UserB,Gas stove,h06_mw06,0.0
UserB,Gas stove,h07_mw06,0.0
UserB,Gas stove,h08_mw06,0.0
UserB,Gas stove,h09_mw06,0.0
UserB,Gas stove,h10_mw06,0.0
UserB,Gas stove,h11_mw06,0.0
UserB,Gas stove,h12_mw06,0.0
UserB,Gas stove,h13_mw06,0.0
UserB,Gas stove,h14_mw06,0.0
