s_names,a_names,values
UserA,PV,18664.0
UserA,National Grid import,13619.0
UserA,National Grid export,13619.0
UserA,Storing EE,6.0
UserA,Gas Boiler heating,24.0
UserA,HP heating winter,3.5
UserA,HP heating summer,3.5
UserA,HP cooling,3.5
UserA,AC cooling,0.0
UserA,Storing HW,6.0
UserA,Radiators heater,0.0
UserA,Floor heater,10.5
UserA,Induction stove cooking,4.0
UserA,Gas stove cooking,4.0
UserA,Natural Gas supply grid,2.0
UserB,PV,18661.0
UserB,National Grid import,13614.0
UserB,National Grid export,13614.0
UserB,Storing EE,9.0
UserB,Gas Boiler heating,24.0
UserB,HP heating winter,7.0
UserB,HP heating summer,7.0
UserB,HP cooling,7.0
UserB,AC cooling,0.0
UserB,Storing HW,6.0
UserB,Radiators heater,0.0
UserB,Floor heater,21.0
UserB,Induction stove cooking,4.0
UserB,Gas stove cooking,4.0
UserB,Natural Gas supply grid,2.0
UserC,PV,18658.0
UserC,National Grid import,13626.0
UserC,National Grid export,13626.0
UserC,Storing EE,18.0
UserC,Gas Boiler heating,24.0
UserC,HP heating winter,10.5
UserC,HP heating summer,10.5
UserC,HP cooling,10.5
UserC,AC cooling,0.0
UserC,Storing HW,6.0
UserC,Radiators heater,0.0
UserC,Floor heater,31.5
UserC,Induction stove cooking,4.0
UserC,Gas stove cooking,4.0
UserC,Natural Gas supply grid,2.0
UserD,PV,18655.0
UserD,National Grid import,13606.0
UserD,National Grid export,13606.0
UserD,Storing EE,18.0
UserD,Gas Boiler heating,24.0
UserD,HP heating winter,10.5
UserD,HP heating summer,10.5
UserD,HP cooling,10.5
UserD,AC cooling,0.0
UserD,Storing HW,6.0
UserD,Radiators heater,0.0
UserD,Floor heater,42.0
UserD,Induction stove cooking,4.0
UserD,Gas stove cooking,4.0
UserD,Natural Gas supply grid,2.0
